date,market_return,cross_sectional_dispersion,breadth,realized_volatility_20d,trend_60d,liquidity_stress,sector_dispersion,sector_return_max_minus_min,market_move_to_dispersion
2021-03-25,-0.005738324149600434,0.012423501885236683,0.31666666666666665,0.008069344646534998,0.0923298988402747,-0.006781018572174835,0.002883967335063174,0.008099170571888964,0.4860121921366521
2021-03-26,0.0017825971170673932,0.01266262673299988,0.5833333333333334,0.0073848379374088285,0.09912339887276829,-0.0220559901333246,0.0036690628713206305,0.011160454389044328,0.4180945757596646
2021-03-29,-0.0032277724577178396,0.014192433081165893,0.425,0.006655273326617139,0.09500782565503443,0.04362246570712569,0.002948292039271345,0.008058675130401878,0.32673965936994137
2021-03-30,-0.008452370189218635,0.01298779581861708,0.2833333333333333,0.0062794547612757745,0.08658088415959188,-0.007243463282304186,0.002895748242114247,0.007379084617576171,0.3367160139782918
2021-03-31,0.0025702407128029266,0.014771868400931464,0.6,0.006293104890249786,0.08628710719987591,0.08379672892846635,0.003685369523229196,0.01168997775114984,0.29858978950610915
2021-04-01,0.0026504036608924727,0.013235975249555873,0.575,0.005601644925917137,0.09334039006087191,0.023139527262160287,0.0064111378023610395,0.018296865164618106,0.2955927065918287
2021-04-02,-0.00850090239654072,0.013385111176423237,0.24166666666666667,0.0058829859659680316,0.08382634091780974,-0.010857006466663766,0.005078528811248009,0.01766647489232317,0.32269598725822074
2021-04-05,-0.0030201706319914986,0.014261257580130571,0.425,0.005823650106962979,0.07889889981511455,0.16526702249810965,0.0038144965932462014,0.010782148964608605,0.30248194949746626
2021-04-06,0.0036621142117867368,0.012382445204735958,0.6416666666666667,0.005451560530761597,0.07524623323882226,-0.1556632518179688,0.002754029445532315,0.008179503699038393,0.3195754385215876
2021-04-07,0.005082654666408785,0.01383072105818763,0.6416666666666667,0.005487307961620205,0.07453450085043473,-0.058028032047620304,0.003776530408408247,0.011437828485828997,0.2887178108106127
2021-04-08,0.0061931294880994015,0.013264834609217872,0.7083333333333334,0.005668150462068758,0.09800569688064585,-0.029139628190138822,0.0028372421911485265,0.008898801584592761,0.31814398144770506
2021-04-09,0.0018026675747440939,0.013173295427393062,0.525,0.004600493773489947,0.12207268780749883,-0.12728369458723043,0.003947488651764526,0.012384235747756728,0.2729122780952956
2021-04-12,-0.006724410250996147,0.012380791124288488,0.26666666666666666,0.004882373246635197,0.10554812556162857,-0.15116711551869155,0.005877091250187232,0.017746542400251406,0.3156158685275141
2021-04-13,-0.007342426437499652,0.013871879669511068,0.275,0.005166784026387464,0.09141614602956255,-0.01978824740732632,0.0041897590673031,0.011928846545504879,0.30414939247369716
2021-04-14,0.0003493028900911578,0.01519199622058384,0.5166666666666667,0.00469964380948778,0.09944944430750098,0.06710680448742845,0.005600320319074134,0.016061899336377358,0.2490838540782156
2021-04-15,0.0032812621174464506,0.013321189082371834,0.6083333333333333,0.0045850840943488565,0.1194869739238333,0.15861863716053548,0.002484158936835609,0.008135994972127036,0.27634265814640335
2021-04-16,0.01117499415024518,0.013588447803882573,0.8083333333333333,0.005279220472296673,0.1276155291030775,0.03174496636126245,0.0037342013716236957,0.010210172568882181,0.3059912097251343
